customer_id,name,email,quality_score,total_transactions,successful_transactions,failed_transactions,average_transaction_value,lifetime_value
1134,John Singleton,angela86@example.net,0.706,37,26,11,4607.77,119801.97
1135,Jason Rios,hdiaz@example.com,0.728,4,2,2,1769.09,3538.18
1136,Lisa Hernandez,porterzachary@example.net,0.704,40,28,12,2763.37,77374.45
1137,Daniel Price,amanda41@example.com,0.833,49,40,9,2497.77,99910.73
1138,Sydney Lopez,jonesdebbie@example.com,0.329,30,9,21,978.48,8806.32
1139,Heather Vargas,scott23@example.net,0.663,7,4,3,3734.02,14936.08
1140,Michael Chen,hweber@example.net,0.821,34,27,7,4681.25,126393.67
1141,Ryan Bennett,williamsoncassandra@example.org,0.928,33,30,3,1669.74,50092.21
1142,Jason Parker,nguyenjoshua@example.net,0.884,15,13,2,4149.25,53940.24
1143,Michelle Ramos,danielleterry@example.org,0.932,34,31,3,536.49,16631.1
1144,Susan Pierce,cristina27@example.net,0.702,6,4,2,3829.92,15319.68
1145,Juan Powers,rivasjohn@example.org,0.812,21,17,4,3798.68,64577.62
1146,Alexis Dennis,nancy05@example.com,0.861,44,37,7,2109.31,78044.55
1147,John Garcia,tranjennifer@example.com,0.822,3,2,1,3044.33,6088.65
1148,Elizabeth Beck,nancy68@example.org,0.981,25,24,1,3835.64,92055.37
1149,Brenda Dean,ssparks@example.com,0.714,37,26,11,3877.55,100816.41
1150,Michelle Sullivan,bishopcody@example.com,0.696,41,28,13,1608.07,45026.06
1151,Robert Walker,tiffany85@example.net,0.411,39,16,23,2390.32,38245.13
1152,Trevor Collins,dramirez@example.org,0.806,36,29,7,696.86,20209.0
1153,Mary Edwards DDS,wrightbrandon@example.com,0.778,45,35,10,4846.26,169618.93
1154,Jennifer Lopez,rebecca23@example.com,0.839,18,15,3,2895.6,43434.07
1155,William Perez,hancockautumn@example.com,0.828,14,11,3,3377.13,37148.4
1156,William Sloan,rosalesbonnie@example.net,0.856,24,20,4,1565.66,31313.15
1157,Sheri Ochoa,stephengardner@example.net,0.797,4,3,1,4296.3,12888.9
1158,Larry Rivers,sgutierrez@example.com,0.656,17,11,6,442.44,4866.79
1159,Keith Sandoval,rachaelgarza@example.com,0.614,13,7,6,1768.51,12379.58
1160,Keith Bennett,crystal66@example.org,0.683,47,32,15,4499.09,143970.94
1161,Benjamin Johnson,jwatts@example.com,0.831,1,0,1,3108.87,0.0
1162,Kristin Maldonado,jtaylor@example.org,0.657,41,26,15,2619.54,68107.95
1163,Shelby Patterson,amcmahon@example.com,0.451,5,2,3,4816.95,9633.9
1164,Christopher Walker,teresalawson@example.com,0.649,3,1,2,960.9,960.9
1165,Joshua Ritter PhD,jessicagreen@example.net,0.476,46,21,25,1518.58,31890.27
1166,Melissa Macias,pearsondonald@example.net,0.883,15,13,2,3899.32,50691.18
1167,Richard Martin,jeffrey71@example.org,0.59,12,7,5,2754.02,19278.12
1168,Michael Levine,tami60@example.org,0.873,10,8,2,3375.64,27005.1
1169,David Waters,zhernandez@example.net,0.74,45,33,12,469.98,15509.48
1170,Logan Franco,colleenmiller@example.org,0.892,17,15,2,2660.37,39905.49
1171,Brett Knight,brenda73@example.org,0.931,27,25,2,1780.74,44518.55
1172,Claudia Solis,bgates@example.net,0.822,36,29,7,3458.18,100287.32
1173,Jessica Wilcox,pedwards@example.com,0.881,28,24,4,2378.46,57083.12
1174,Krystal Neal,brogers@example.com,0.806,9,7,2,2979.82,20858.76
1175,David Watson,denisepeterson@example.com,0.635,17,10,7,577.75,5777.49
1176,Lauren White,diana07@example.org,0.295,45,13,32,2608.83,33914.83
1177,Chris Thomas,austinblanchard@example.net,0.72,31,22,9,654.75,14404.43
1178,Peter Evans,patrick36@example.com,0.933,47,43,4,2887.97,124182.69
1179,Mary Parker,drobinson@example.com,0.719,43,30,13,1399.53,41985.85
1180,Philip Miles,kelly48@example.net,0.811,5,4,1,3008.37,12033.49
1181,Diana Owens,pdavid@example.net,0.176,39,6,33,2236.09,13416.53
1182,Antonio Herrera,ivalencia@example.net,0.611,18,10,8,4346.98,43469.83
1183,Robert Scott,grivers@example.com,0.746,15,11,4,3512.36,38635.98
1184,Kenneth Orr,garciachristy@example.com,0.899,17,15,2,3724.29,55864.4
1185,Kristen Harper,susan69@example.net,0.511,44,22,22,4246.16,93415.52
1186,James Williams,woliver@example.net,0.812,29,23,6,3268.46,75174.62
1187,Christine Hall,juan26@example.com,0.377,23,8,15,1007.41,8059.31
1188,Kelsey Walker,alyssaburton@example.org,0.618,38,23,15,3099.22,71282.15
1189,John Hayes,emily17@example.org,0.305,49,14,35,4258.65,59621.04
1190,Barbara Smith,rayeric@example.com,0.674,38,25,13,4215.78,105394.43
1191,Susan Martinez,davislinda@example.net,0.626,6,3,3,1680.65,5041.96
1192,Steve Graham,youngmichael@example.org,0.788,24,18,6,261.27,4702.93
1193,Jennifer Greer,hamptonrandall@example.net,0.558,28,15,13,589.09,8836.29
1194,Elaine Harvey,lindamitchell@example.net,0.488,3,1,2,4442.06,4442.06
1195,Michael Peters,robert88@example.com,0.551,7,3,4,2617.38,7852.13
1196,Stephanie Nguyen,johnsonzachary@example.com,0.988,38,37,1,2872.73,106290.94
1197,Zachary Morgan,amycastro@example.com,0.631,33,20,13,1092.48,21849.63
1198,Heather Brooks,usolomon@example.org,0.927,18,16,2,4138.77,66220.27
1199,Rodney Perry,elizabethmyers@example.net,0.775,26,20,6,2627.88,52557.69
1200,Frank Hanson,kelli80@example.net,0.801,33,26,7,1515.4,39400.39
1201,Brad Mitchell,pamelavang@example.net,0.533,25,13,12,1278.0,16613.94
1202,Ryan French,davidhardin@example.com,0.826,20,16,4,4168.36,66693.82
1203,Sharon Rivera,juanspencer@example.org,0.546,20,10,10,4948.24,49482.4
1204,Robert Miller,tammy91@example.org,0.527,18,9,9,2162.85,19465.66
1205,Phillip Grimes,michellecarroll@example.org,0.387,33,12,21,2804.36,33652.35
1206,Cindy Santos,danielcolon@example.net,0.935,37,34,3,744.26,25304.77
1207,Rachel Lopez,rebeccamoreno@example.com,0.47,32,15,17,1519.03,22785.44
1208,Kevin Clark,michael58@example.net,0.651,33,21,12,3782.31,79428.43
1209,Joseph Hahn,erin92@example.com,0.78,48,37,11,1981.31,73308.44
1210,Johnathan Lopez,sjohnson@example.org,0.654,45,29,16,2203.75,63908.8
1211,Stephanie Brady,gabrielle54@example.org,0.497,5,2,3,3679.58,7359.16
1212,Rhonda Nguyen,davismichael@example.com,0.929,33,30,3,4589.32,137679.61
1213,Nicole Mcgee,alicialane@example.org,0.724,41,29,12,1213.8,35200.19
1214,Ronald Schmidt,sarah54@example.com,0.734,16,11,5,2352.36,25875.93
1215,Benjamin Cuevas,charleneespinoza@example.com,0.904,8,7,1,3446.67,24126.68
1216,Joshua Atkinson,shanejohnson@example.com,0.82,44,36,8,898.72,32354.07
1217,Harry Abbott,tombrown@example.com,0.678,34,23,11,4454.57,102455.1
1218,Eric Frederick,mdavis@example.com,0.887,41,36,5,2303.83,82938.0
1219,Brandon Ryan,uellis@example.net,0.75,36,27,9,2520.91,68064.46
1220,James Cooper,shepardjody@example.com,0.728,43,31,12,4099.12,127072.82
1221,Frank Blake,roger07@example.net,0.693,41,28,13,3282.94,91922.19
1222,Jerry Brown,owest@example.net,0.806,9,7,2,3421.86,23953.04
1223,Latoya Lewis,denise51@example.org,0.523,47,24,23,4437.62,106502.76
1224,Caleb Powell,owensjames@example.net,0.532,29,15,14,1599.62,23994.35
1225,Denise Graves,cmarshall@example.net,0.78,15,11,4,2515.63,27671.97
1226,Dana Wong,gharris@example.net,0.791,38,30,8,3651.16,109534.67
1227,Heidi Bass,flynnbryan@example.net,0.794,43,34,9,4692.77,159554.25
1228,Heather Mcdonald,dorothy29@example.com,0.379,20,7,13,3614.08,25298.53
1229,Mrs. Danielle Bowman,hannahsmith@example.org,0.796,4,3,1,2501.69,7505.08
1230,Brian Ward,john97@example.com,0.936,31,29,2,4779.83,138615.12
1231,Jessica Golden,april82@example.com,0.765,40,30,10,726.25,21787.62
1232,Gloria Rogers,tgriffin@example.net,0.78,17,13,4,4681.66,60861.56
1233,Suzanne Bradley,tina89@example.net,0.549,26,14,12,1839.53,25753.48
1234,Gary Marks,angelamoore@example.net,0.599,8,4,4,577.75,2311.01
1235,Lisa Murphy,masondwayne@example.org,0.548,32,17,15,2011.46,34194.83
1236,Alan Hodge,gwilson@example.net,0.689,36,24,12,959.76,23034.21
1237,Paige Williams,vaughnwillie@example.com,0.591,46,27,19,1457.77,39359.74
1238,Jeremy Lewis,proctorbrooke@example.net,0.916,7,6,1,3198.56,19191.38
1239,John Martinez II,olsongina@example.com,0.885,29,25,4,4318.0,107950.05
1240,Marcus Dawson,mosleykevin@example.com,0.803,37,29,8,4055.86,117620.0
1241,Glenda Miller,rossmatthew@example.com,0.596,25,14,11,3264.58,45704.18
1242,Johnny Adams,dixonalbert@example.org,0.812,13,10,3,317.08,3170.77
1243,Mr. Richard Benson MD,karengould@example.org,0.558,3,1,2,4682.97,4682.97
1244,Brittany Diaz,guerrajose@example.org,0.754,23,17,6,1464.67,24899.43
1245,Caitlin Roach,xharris@example.org,0.735,39,28,11,471.28,13195.71
1246,Vincent Pena,moorevanessa@example.net,0.854,2,1,1,4714.58,4714.58
1247,Gordon Aguilar,benjaminsantos@example.com,0.619,39,24,15,3633.28,87198.77
1248,Jonathan Hill,martin32@example.com,0.798,44,35,9,2891.33,101196.67
1249,Vanessa Torres,blakeamanda@example.com,0.658,1,0,1,1195.85,0.0
1250,Adrienne Clark,robinsonbrandy@example.net,0.572,43,24,19,2430.51,58332.23
1251,Thomas Thompson,cookjade@example.com,0.605,7,4,3,4581.38,18325.52
1252,Melissa Bailey,steven60@example.com,0.871,19,16,3,2579.14,41266.22
1253,Brooke Hicks,saraholiver@example.org,0.837,43,35,8,2165.07,75777.37
1254,David Barry,jasonnicholson@example.net,0.28,18,5,13,4925.32,24626.61
1255,Monique Norton,brandy61@example.net,0.951,40,38,2,4481.96,170314.36
1256,Troy Weber,megan69@example.com,0.681,4,2,2,2065.43,4130.87
1257,Samuel Long,rlawson@example.net,0.891,35,31,4,702.37,21773.5
1258,Frederick Austin,amandasmith@example.org,0.594,48,28,20,2941.83,82371.15
1259,Nathan Schwartz,kenneth00@example.net,0.55,35,19,16,4274.08,81207.6
1260,Philip Wilson,kristen85@example.com,0.451,42,18,24,1757.86,31641.48
1261,Caleb Collins,evansmary@example.org,0.69,29,20,9,825.69,16513.76
1262,Richard Vang,williamschristopher@example.net,0.488,38,18,20,3715.72,66882.94
1263,Taylor Rivera,catherine56@example.com,0.914,26,23,3,782.07,17987.64
1264,Nathan Boone,lanesonia@example.com,0.853,32,27,5,380.25,10266.78
1265,Samuel Matthews,michael47@example.org,0.815,47,38,9,656.19,24935.34
1266,Mark Erickson,geraldlewis@example.com,0.823,15,12,3,1460.04,17520.5
1267,Adrian Rodriguez,fishererin@example.net,0.881,16,14,2,431.96,6047.4
1268,Mr. Joel Ortega,christinewalter@example.com,0.775,44,34,10,4850.32,164910.84
1269,Ashley James,huffmancurtis@example.net,0.385,47,18,29,474.24,8536.27
1270,Michael Simon,sharpmichael@example.org,0.597,30,17,13,1371.51,23315.62
1271,Justin Nelson,valerieroberts@example.net,0.686,30,20,10,3257.83,65156.57
1272,Dr. James Dominguez,nicolecase@example.com,0.745,9,6,3,3835.85,23015.11
1273,Katrina Strickland,dayrobert@example.org,0.903,27,24,3,2346.63,56319.02
1274,Scott White,johnwilson@example.net,0.972,8,7,1,4225.38,29577.69
1275,Mrs. Angela Ortiz,jennifer02@example.org,0.83,41,34,7,4813.37,163654.5
1276,Todd Spencer,robertslisa@example.net,0.794,25,19,6,3657.29,69488.43
1277,Jordan King,cortezpamela@example.org,0.932,45,41,4,643.26,26373.66
1278,Stephanie Jennings,elizabethhawkins@example.com,0.791,36,28,8,1261.94,35334.36
1279,Amanda Atkinson,allisonriley@example.com,0.722,10,7,3,3670.13,25690.9
1280,Benjamin Hernandez,timothy87@example.com,0.913,41,37,4,1304.41,48263.01
1281,Tiffany Richmond,leegilbert@example.com,0.699,6,4,2,485.5,1942.02
1282,Raymond Holmes,zmullins@example.net,0.615,21,12,9,675.05,8100.59
1283,James Wolf,bellkyle@example.com,0.752,17,12,5,2393.31,28719.68
1284,Jay Brown,dorothyjones@example.net,0.708,1,0,1,4376.94,0.0
1285,Donald Smith,jason26@example.net,0.805,12,9,3,3331.93,29987.34
1286,Loretta Morris,johnsonwilliam@example.org,0.876,22,19,3,2848.78,54126.78
1287,Dr. Nancy Lopez DDS,chase22@example.com,0.69,17,11,6,1204.74,13252.19
1288,Timothy Powers,cuevasbrian@example.net,0.64,23,14,9,1555.99,21783.91
1289,Charles Bass,kimberlyhunt@example.net,0.625,23,14,9,1935.03,27090.47
1290,Nathan Rodriguez,cmyers@example.net,0.799,33,26,7,2195.72,57088.63
1291,Jennifer Lewis,bsalazar@example.net,0.859,29,24,5,4885.18,117244.22
1292,Ryan Vargas,ejones@example.com,0.702,43,30,13,4075.26,122257.77
1293,Seth Mcdonald,wilkersonanne@example.net,0.494,10,4,6,1153.01,4612.02
1294,Duane Chase MD,elizabeth00@example.org,0.594,16,9,7,3975.12,35776.07
1295,Lisa Fletcher,martinezanthony@example.net,0.975,9,8,1,1362.48,10899.84
1296,Manuel Brown,harrisbrian@example.org,0.946,11,10,1,4927.76,49277.62
1297,Angela Knox,courtneyreed@example.net,0.857,36,30,6,1321.32,39639.7
1298,Richard Garza,mary15@example.org,0.649,22,14,8,504.97,7069.6
1299,Alan Gordon,melissanguyen@example.net,0.738,42,30,12,2194.37,65831.05
1300,Rachel Castillo,david84@example.org,0.773,6,4,2,1657.87,6631.5
1301,Darryl Henry,nshaw@example.net,0.861,4,3,1,695.1,2085.31
1302,Bailey Snyder,lindacox@example.com,0.747,36,26,10,805.74,20949.15
1303,Caitlin Fisher,samuelkelley@example.com,0.868,49,42,7,2508.52,105357.83
1304,Tiffany Carter,floresapril@example.net,0.922,35,32,3,4936.14,157956.63
1305,Andrew Hamilton DDS,ramirezamy@example.net,0.88,6,5,1,4915.47,24577.37
1306,Barbara Clark,lisa91@example.com,0.833,29,24,5,4979.85,119516.43
1307,James Raymond,markmitchell@example.com,0.847,10,8,2,294.68,2357.47
1308,Janet Davis,raymond44@example.org,0.793,16,12,4,3837.13,46045.53
1309,Daniel Hanna,cpatel@example.net,0.676,35,23,12,4668.31,107371.16
1310,Sabrina Jackson,duranjulie@example.net,0.697,1,0,1,480.98,0.0
1311,Kevin Baker,austinmary@example.net,0.743,37,27,10,4510.99,121796.85
1312,Danielle Gonzalez,pnavarro@example.net,0.828,47,38,9,1616.52,61427.86
1313,Wendy Shah,aguilarstephanie@example.net,0.749,35,26,9,1840.95,47864.83
1314,Alexandra Butler,kbrown@example.org,0.708,6,4,2,221.62,886.49
1315,Robert Salinas,kimgalvan@example.org,0.963,32,30,2,2830.5,84915.1
1316,Emily Andersen,gonzalezshelley@example.net,0.685,17,11,6,1774.73,19522.08
1317,Morgan Lambert,james82@example.org,0.862,3,2,1,1237.45,2474.9
1318,Victor Nguyen,kevin17@example.org,0.731,40,29,11,824.13,23899.65
1319,Michael Reeves,deleonmichael@example.org,0.714,12,8,4,305.54,2444.28
1320,Michael Harris,josephwilliams@example.org,0.35,14,4,10,2574.82,10299.28
1321,Shawn Morrow,williamssamantha@example.net,0.489,31,15,16,877.33,13159.89
1322,Jennifer Moran,rclarke@example.com,0.862,19,16,3,1781.01,28496.24
1323,Kimberly Campbell,lindalee@example.net,0.707,13,9,4,4508.14,40573.24
1324,Carolyn Hernandez,brett72@example.org,0.641,37,23,14,3902.35,89754.08
1325,Peter Alexander,joshua85@example.net,0.469,41,19,22,297.35,5649.56
1326,Kimberly Wright,awilson@example.net,0.96,1,0,1,1165.46,0.0
1327,Christina Meyers,simmonsandrew@example.com,0.866,42,36,6,4932.43,177567.44
1328,Randy Johnson,stewartmargaret@example.org,0.549,44,24,20,484.27,11622.52
1329,Sara Brown,gonzalezcharles@example.com,0.853,37,31,6,512.0,15872.12
1330,Lisa Jones,llyons@example.com,0.642,6,3,3,2257.59,6772.77
1331,Norma Moody,natalievaldez@example.net,0.975,24,23,1,2534.59,58295.48
1332,Debra Hernandez,wharper@example.com,0.761,27,20,7,328.05,6560.97
1333,George Barnes,upacheco@example.org,0.693,14,9,5,4819.05,43371.49
1334,Michael Salas,nicole60@example.org,0.541,19,10,9,1553.26,15532.62
1335,Alisha Rodriguez,sheila76@example.org,0.774,6,4,2,3205.64,12822.54
1336,Patrick Spencer,ronald36@example.net,0.722,7,5,2,742.88,3714.39
1337,Rebecca Turner,cosborne@example.org,0.964,35,33,2,2450.33,80860.92
1338,Robert Herrera,susan99@example.org,0.596,18,10,8,1755.1,17551.01
1339,Daniel Parker,rileyricky@example.com,0.243,13,3,10,3056.22,9168.67
1340,Franklin White,bdavid@example.com,0.882,36,31,5,1042.88,32329.3
1341,Christina Gates,kelseysmith@example.com,0.956,48,45,3,4792.81,215676.5
1342,Johnathan Lloyd,thomasgarner@example.org,0.796,39,31,8,4195.99,130075.81
1343,Elizabeth Johnson,avilakatherine@example.com,0.874,1,0,1,1851.56,0.0
1344,Denise Bryant,emejia@example.net,0.611,8,4,4,2939.28,11757.12
1345,Brian Brown,jimeneznicholas@example.com,0.767,32,24,8,4557.79,109386.93
1346,Suzanne Johnson,aprilberg@example.org,0.742,13,9,4,1681.44,15132.93
1347,Chad Briggs,uvillegas@example.net,0.755,40,30,10,2586.57,77597.15
1348,Brooke Gomez,joshua52@example.net,0.695,20,13,7,2186.85,28428.99
1349,April Cruz,matthewschultz@example.com,0.517,44,22,22,3507.72,77169.92
1350,Francisco Herrera,danielsmith@example.net,0.495,13,6,7,4735.93,28415.56
1351,Courtney Richardson,rsullivan@example.org,0.936,8,7,1,3765.91,26361.4
1352,Shannon Swanson,wjackson@example.com,0.82,30,24,6,685.23,16445.41
1353,Amanda Flores,irodriguez@example.net,0.799,44,35,9,1553.3,54365.4
1354,Jessica Hernandez,erin02@example.com,0.73,26,18,8,2708.35,48750.29
1355,Amber Rose,moyerfrank@example.org,0.78,9,7,2,2213.67,15495.66
1356,Mark Martin,rileydavid@example.com,0.601,27,16,11,1580.24,25283.84
1357,Matthew Henson,davidhicks@example.org,0.886,3,2,1,2237.57,4475.13
1358,Andrew Todd,foxbreanna@example.com,0.641,22,14,8,4847.4,67863.57
1359,Isaac Russo,schmidtrhonda@example.org,0.687,39,26,13,1732.72,45050.75
1360,Denise Martinez,kennethmartinez@example.com,0.659,21,13,8,3374.53,43868.89
1361,Kevin Bowman,mrivera@example.com,0.438,21,9,12,3464.22,31177.99
1362,Dave Lane,psanchez@example.net,0.507,47,23,24,1047.89,24101.39
1363,Kristi Brown,bethany69@example.org,0.61,24,14,10,3363.95,47095.25
1364,Michael Odonnell,jonesgregory@example.org,0.582,12,6,6,754.49,4526.92
1365,Christina Malone,jessicaramsey@example.net,0.76,15,11,4,2146.97,23616.7
1366,Johnny Wells,rpeterson@example.org,0.748,29,21,8,3387.93,71146.6
1367,Regina Whitehead,cheyenne45@example.com,0.78,4,3,1,4519.57,13558.7
1368,Jason Hernandez,laraalexa@example.com,0.886,4,3,1,1153.52,3460.57
1369,Levi Maldonado,alexanderchristina@example.net,0.362,28,10,18,1495.87,14958.73
1370,Brandon Powell,kellernicholas@example.com,0.642,23,14,9,3924.69,54945.64
1371,Kim Barnes,emilykennedy@example.org,0.962,38,36,2,2133.87,76819.4
1372,Nathan Holt,yweber@example.com,0.727,9,6,3,1960.67,11764.01
1373,George Hines,melissajackson@example.org,0.848,30,25,5,942.49,23562.18
1374,Justin Wilson,adamswilliam@example.com,0.475,10,4,6,4411.95,17647.79
1375,Dr. Isaac Dominguez Jr.,rmontoya@example.com,0.695,12,8,4,3843.33,30746.68
1376,Nancy Garcia,diane23@example.com,0.82,28,22,6,2612.23,57469.03
1377,Denise Silva,carmen55@example.org,0.752,26,19,7,1560.61,29651.66
1378,Eric Walls,williamjenkins@example.net,0.87,45,39,6,1588.13,61936.96
1379,Mark Todd,jeremypowell@example.com,0.816,47,38,9,1919.09,72925.61
1380,Michael Robinson,joyceguerra@example.com,0.681,49,33,16,2355.91,77745.08
1381,Nicholas Alvarez,ryan49@example.org,0.392,11,4,7,3886.24,15544.96
1382,Mary York,anthony98@example.net,0.846,4,3,1,2778.41,8335.24
1383,Natalie Johnson,philiphamilton@example.org,0.959,8,7,1,4812.9,33690.3
1384,Kimberly Sanchez,powellkristen@example.net,0.475,19,9,10,4746.42,42717.77
1385,Donald Williams,isaiahsanders@example.com,0.878,16,14,2,2598.59,36380.22
1386,Tina Dickerson,ycowan@example.org,0.781,13,10,3,4079.15,40791.54
1387,Henry Jones,rosesullivan@example.org,0.893,4,3,1,3312.93,9938.79
1388,Jimmy Norton,eobrien@example.com,0.749,33,24,9,1466.27,35190.46
1389,Michelle Coleman,kevinbecker@example.com,0.84,20,16,4,2195.26,35124.17
1390,Scott Drake,coreydavis@example.net,0.583,33,19,14,1460.64,27752.19
1391,Joseph Brown,eric47@example.org,0.846,40,33,7,3260.97,107612.13
1392,Anthony Mahoney,peter20@example.org,0.85,19,16,3,4257.08,68113.32
1393,Brandon Thornton,michael14@example.org,0.835,17,14,3,3477.09,48679.27
1394,Sara Lawson,jennifer12@example.org,0.697,49,34,15,1230.77,41846.3
1395,David Garrett,rcole@example.org,0.754,8,6,2,2380.0,14280.02
1396,Theresa Vazquez,jgaines@example.net,0.759,8,6,2,2245.35,13472.12
1397,Jerry Morton,fmartin@example.com,0.741,12,8,4,2622.75,20982.0
1398,James Gomez,khanmary@example.net,0.515,27,13,14,1934.08,25143.02
1399,Jesse Cook,caleb39@example.org,0.88,39,34,5,294.13,10000.44
1400,Ruben Hall,danielrobinson@example.com,0.471,22,10,12,536.57,5365.67
1401,Eric Hill,lauramalone@example.net,0.794,22,17,5,2174.77,36971.13
1402,Courtney Barajas,mlloyd@example.org,0.476,26,12,14,985.06,11820.77
1403,Randy Richards,gsanchez@example.org,0.933,31,28,3,621.31,17396.68
1404,Robert Martin,heather76@example.net,0.753,32,24,8,1910.66,45855.72
1405,Heather Pollard,thompsonrobin@example.org,0.173,44,7,37,1439.67,10077.68
1406,Terry Morris,msanchez@example.com,0.759,14,10,4,3885.73,38857.32
1407,Ariel Morris,christopher03@example.com,0.886,33,29,4,1612.61,46765.69
1408,Garrett Mullins,danielle41@example.org,0.788,39,30,9,602.59,18077.82
1409,Jamie Cole,nwilkerson@example.net,0.939,33,30,3,3000.43,90012.77
1410,Mathew Jones,hudsoncathy@example.org,0.822,45,37,8,401.03,14837.96
1411,Mrs. Becky Wilson MD,roberthaas@example.net,0.88,13,11,2,4297.42,47271.66
1412,Ashley House,ambermurray@example.com,0.822,19,15,4,2657.69,39865.31
1413,Kathleen Garner,irivas@example.com,0.841,24,20,4,2512.82,50256.38
1414,Ashley Smith,patricia35@example.org,0.769,41,31,10,2380.29,73789.1
1415,Isaiah Williams,anna22@example.net,0.848,11,9,2,3537.1,31833.92
1416,Kevin Lane,navarroheather@example.com,0.978,35,34,1,3638.5,123709.05
1417,Molly Atkins,berrystacey@example.org,0.741,11,8,3,655.44,5243.55
1418,Corey Roman,roachcarrie@example.org,0.871,42,36,6,4704.14,169348.88
1419,Mary Bruce,andrea17@example.org,0.618,6,3,3,3550.96,10652.88
1420,Andrew King,grossjoshua@example.net,0.724,31,22,9,4274.2,94032.36
1421,Natalie Reyes,steven68@example.org,0.952,33,31,2,560.45,17373.93
1422,Michael Pearson,teresagonzalez@example.net,0.639,20,12,8,1945.08,23340.95
1423,David Johnson,samanthaalexander@example.net,0.806,38,30,8,4934.79,148043.62
1424,Stephen Davidson,travisbrooks@example.net,0.709,40,28,12,4187.31,117244.68
1425,Matthew Wallace,oliviahowe@example.net,0.765,37,28,9,3334.37,93362.22
1426,Tammie Sims,shannon16@example.net,0.852,25,21,4,792.63,16645.13
1427,Matthew Burke,robert14@example.com,0.693,38,26,12,3125.34,81258.77
1428,Stephanie Patterson,imorris@example.com,0.624,34,21,13,3827.8,80383.76
1429,Jennifer Buchanan,turnermelissa@example.com,0.875,5,4,1,4667.88,18671.51
1430,Richard Smith,stonevincent@example.com,0.939,24,22,2,3857.06,84855.3
1431,Matthew Krueger MD,kevin53@example.com,0.729,42,30,12,4295.23,128856.91
1432,Donald Bass,suzannehunt@example.net,0.946,25,23,2,3920.77,90177.77
1433,Tara Zhang,geoffrey17@example.net,0.543,23,12,11,758.94,9107.26
1434,Keith Miller,tromero@example.net,0.433,41,17,24,3530.46,60017.78
1435,Lisa Ramsey,taylorevan@example.net,0.706,9,6,3,3313.74,19882.42
1436,Lauren Camacho,latoyahardy@example.com,0.525,14,7,7,4211.46,29480.25
1437,Wesley Castillo,joseph68@example.com,0.464,4,1,3,2487.53,2487.53
1438,Karen Anderson,nelsonrobert@example.org,0.741,15,11,4,3224.17,35465.83
1439,Joshua Orr,elizabeth92@example.net,0.716,23,16,7,3851.26,61620.21
1440,Jennifer Bolton,lhenry@example.com,0.238,46,10,36,556.38,5563.85
1441,Natalie Park,torreschristopher@example.org,0.875,23,20,3,2760.9,55218.06
1442,Craig Reed,gzamora@example.com,0.801,7,5,2,800.38,4001.88
1443,Kevin Kane,ychapman@example.net,0.913,20,18,2,2698.74,48577.3
1444,Lindsey Mitchell,swilliamson@example.net,0.384,1,0,1,897.37,0.0
1445,Megan Moore,ojuarez@example.org,0.847,30,25,5,2275.31,56882.72
1446,Melissa Murphy,lydialucas@example.net,0.764,14,10,4,4986.42,49864.17
1447,Jeffrey Guzman,smorales@example.net,0.702,46,32,14,1165.63,37300.17
1448,Sandy Perez,oschultz@example.com,0.657,16,10,6,1054.5,10544.98
1449,Sarah Byrd,fjones@example.net,0.738,34,25,9,1477.92,36948.02
1450,Melinda Burton,ahouse@example.org,0.674,34,22,12,3964.1,87210.17
1451,Andrew Rowe,andreasmith@example.org,0.807,32,25,7,4014.47,100361.67
1452,Geoffrey Adkins,bobbysmith@example.org,0.563,5,2,3,4051.81,8103.61
1453,Kim Howard,jonescharles@example.net,0.758,10,7,3,3570.39,24992.72
1454,Danny Deleon,jo44@example.com,0.786,23,18,5,2694.41,48499.31
1455,Philip Ortega,lewisjoseph@example.org,0.922,23,21,2,850.01,17850.22
1456,Devin Wallace,timothy48@example.net,0.697,45,31,14,1474.93,45722.69
1457,Daniel Lee,angelapowell@example.net,0.799,27,21,6,2483.14,52146.03
1458,Karen Pugh,larry20@example.com,0.513,1,0,1,4486.41,0.0
1459,Melanie Taylor,barnettkristen@example.com,0.432,17,7,10,1374.16,9619.11
1460,Jeremy Huff,romerowilliam@example.com,0.959,33,31,2,4020.38,124631.88
1461,Joshua Martin,qwhite@example.com,0.829,10,8,2,1152.19,9217.51
1462,Joy Cook,hebertthomas@example.net,0.604,31,18,13,2639.19,47505.35
1463,Oscar Kelly,murphykyle@example.com,0.674,34,22,12,846.97,18633.38
1464,Mackenzie Foster,eric49@example.net,0.789,5,3,2,1727.62,5182.87
1465,Ashley Long,brittney62@example.com,0.865,14,12,2,1969.1,23629.2
1466,Shannon Allen,sylvia93@example.net,0.702,1,0,1,833.92,0.0
1467,Tanner Hill,erin82@example.com,0.823,17,13,4,1514.79,19692.29
1468,Eric Richards,hesterteresa@example.net,0.623,48,29,19,429.44,12453.72
1469,Joel Mosley,xsellers@example.org,0.74,9,6,3,3660.29,21961.72
1470,Brent Davila,sbrown@example.net,0.625,12,7,5,2781.31,19469.16
1471,Alexandra King,jerrywhite@example.org,0.747,48,35,13,2658.61,93051.45
1472,Adam Carter,christinepeterson@example.com,0.67,35,23,12,2998.49,68965.26
1473,Christina Duncan,gschneider@example.org,0.82,24,19,5,2366.83,44969.78
